Gene_Name,Control 1,Control 2,Experimental 1,Experimental 2,Exp3,Exp4,Exp5,Exp6,Exp7,Exp8,Exp9,Exp10,Exp11,Exp12,Exp13,Exp14,Exp15,Exp16,Exp17,Exp18,Exp19,Exp20
218,2654,4566,3180,3139,593,4150,603,2864,2093,89,1344,1709,4514,3841,2396,3823,2394,2479,3217,3320,770,491
219,4184,910,583,4493,301,2765,2647,3616,3799,3397,4231,2983,2978,3080,957,2964,506,2719,2524,1413,983,680
220,4001,1068,1860,3386,1830,2979,1955,3245,1548,2914,2449,1421,1573,4948,4581,1567,3501,1557,1297,2961,3683,4928
221,1645,1051,2100,3244,1278,4324,2159,1939,2181,4402,56,2240,957,1017,1875,3497,2353,952,3947,639,2239,1015
222,2310,1417,4834,2423,2334,4421,3373,134,2496,311,1483,1068,2105,2868,4325,694,2099,1672,2255,3736,1400,4302
223,2343,2703,4678,1237,2954,3198,3664,2855,2983,4579,3782,2784,4107,2440,838,456,667,1229,3892,2475,3513,2807
224,4178,2333,4235,2449,816,1714,4518,3433,4312,3556,2808,2400,1886,2843,1513,139,2120,119,2434,4752,4206,216
225,1319,289,724,1163,3647,2708,843,3013,4977,2494,4469,3344,2131,2095,3514,3813,3603,1231,2198,4578,619,1475
226,3479,3889,4452,3219,3348,1400,1751,3626,3547,1493,4644,1353,1700,163,2712,3530,2128,4513,3196,467,923,2276
227,2353,4807,368,650,3246,4277,308,4670,2578,4869,4135,735,1693,1185,2664,373,1588,2736,691,1816,358,4095
228,3304,3394,3453,1798,2340,3526,3729,1171,4938,3141,2149,899,1633,2566,4473,3676,304,3220,348,4406,3134,654
229,4857,2020,2718,4150,2873,2413,558,1634,1584,3472,4850,4255,4571,3077,675,3157,1664,1240,3163,3495,3520,4812
230,3584,4282,3422,376,4031,919,4052,3591,3164,3363,778,3787,741,1732,1767,1000,4600,465,4211,3973,3635,3386
231,2733,2101,1150,3639,2135,1054,3879,2577,740,4777,1753,2352,1622,651,1459,875,4321,2255,3250,2476,2297,356
232,1081,2734,4672,3326,1470,4728,3260,3866,2772,2438,4638,1732,3159,3671,2730,1766,1725,3707,2681,98,1679,1893
233,1626,3728,3892,157,3154,419,4958,1980,1764,3551,1535,2176,3266,380,927,2547,52,2281,3332,4152,2844,1945
234,61,3994,1284,1787,623,3936,4412,1488,3369,593,228,4093,2189,1688,179,2283,3755,1110,2878,1176,3162,2282
235,4116,3180,1436,267,2828,15,2600,510,1229,1406,2122,4349,1476,3598,3930,1556,850,3837,133,4917,4440,2315
236,1457,3568,2732,373,2447,1117,1657,4840,2043,632,250,4985,1810,2663,2982,4754,3728,332,2078,3558,295,4972
237,3556,3457,4441,3756,3753,526,1795,2444,3887,2880,4105,894,1937,3443,4889,3342,1610,1663,3460,1411,451,3523
238,3106,1745,1521,1886,261,1194,3073,2436,2695,298,3091,4405,4462,3422,938,3805,1506,687,4530,373,1769,184
239,2079,1669,138,507,4465,2360,2126,451,978,696,1295,60,653,1918,899,144,1286,4995,3870,4524,3468,1359
240,2175,760,1443,1593,2833,2548,2019,3940,792,1634,1619,3320,2654,1376,2909,1280,4231,4202,3455,1199,2680,4008
241,117,1877,2135,3428,4012,3444,936,1828,1311,2925,784,2118,4415,1798,4920,4005,3965,459,356,4950,656,3684
242,4796,1496,3745,1525,1706,2346,2829,2943,1537,3539,4921,2213,593,4053,1656,647,4252,131,2030,2364,4414,3602
243,2905,186,1101,2953,2641,143,2197,1914,1427,2565,3154,4958,1961,2915,130,2488,2240,1538,3276,1482,1281,2033
244,4600,3307,505,3473,4485,1001,86,554,864,216,3349,4557,2368,679,818,2287,2944,1275,1389,4475,1967,898
245,2902,4295,2610,2152,1636,1105,2663,2444,845,1816,1232,2177,3464,247,3005,3363,1768,3177,299,1180,2604,1655
246,3949,4833,3935,2065,4011,1655,4036,352,4215,348,974,3073,2177,1648,159,4595,171,3109,3589,3976,1037,4385
247,1673,1922,1792,2211,2012,2830,554,152,4296,1214,1788,1911,3929,4456,3345,364,4777,115,3962,691,3856,3178
248,2485,3558,581,4504,4399,1101,3719,4922,722,1948,2156,3727,2185,2720,187,2649,1825,2961,2584,1538,4240,2067
249,3027,2083,3182,719,3201,4669,4939,1725,4457,273,1917,2438,4001,4057,4109,1154,2936,2776,3886,1973,122,2950
250,4312,3881,1208,4498,725,1737,3091,4698,2040,1482,4478,4774,3365,3880,295,2411,3378,3379,314,1380,2282,388
251,3209,3170,166,2519,2670,4206,2091,4676,1790,568,2515,2535,4992,2249,4052,4490,474,2671,2381,4927,2207,3800
252,3953,4885,2422,2300,1588,1474,3350,241,1125,4910,4933,566,1144,4902,1825,1530,3861,1712,2649,3294,4211,2917
253,668,3231,1222,768,3575,54,3401,3365,4338,3058,3503,4427,3379,1794,1972,1320,3407,3367,845,2400,4271,2503
254,4237,3737,1638,1107,31,2624,529,521,2489,2366,4541,3101,2232,489,4102,4784,2550,1968,3030,1739,4702,46
255,1207,3478,47,3804,335,1271,2289,4670,2910,3360,1676,480,1261,1079,2050,244,4423,237,35,782,2776,3265
256,3858,3950,1916,2769,2486,1447,3971,3733,232,523,4481,1609,4546,1114,2830,2052,2352,839,2326,3663,4084,286
257,1688,3690,139,988,4205,732,4742,4100,2015,3629,2375,3755,790,2076,328,4271,1383,3949,3192,4548,2381,3697
258,1513,359,1727,2909,4200,3032,3510,4150,4186,1648,3348,2351,578,1240,213,3682,1612,2438,1227,1012,2237,787
259,2525,3152,758,701,891,2955,1265,360,2520,3812,2635,1477,3866,900,127,2772,3020,3845,3772,237,1512,2225
260,3394,3838,2622,1881,2291,2137,198,384,4614,4598,427,2557,3726,2887,3498,4966,3738,2086,806,1190,1359,556
261,914,4581,4950,3985,4636,2283,4614,2724,2326,1115,2977,2422,1051,3384,4113,1528,211,1632,1648,2942,3728,3148
262,1172,1729,1414,576,723,2199,336,187,2604,3690,3188,2307,2869,3589,734,2802,353,2702,4072,351,2420,3446
263,3936,2649,551,2248,4074,1615,1852,3576,2482,3368,596,4477,4979,422,2864,2910,769,3724,2322,1227,2016,4254
264,2377,260,1751,2394,1589,1066,2114,4633,1833,1365,3510,952,1472,2800,629,4105,136,2346,2907,4131,963,4132
265,1224,355,1286,185,367,3828,4754,2617,2284,4536,3625,4351,1869,243,947,287,3823,4167,3698,49,2770,4672
266,792,1952,1694,532,1577,2071,4727,2364,3599,3204,782,1771,2942,4758,1799,2381,1434,224,1120,3804,3215,801
267,3278,3601,755,730,4429,1207,2648,691,379,1641,3621,471,1353,4515,2207,886,3751,4767,3408,3033,2027,3678
268,2496,1976,4318,4056,635,750,4807,1485,2307,3070,3261,4414,1487,1492,2589,4515,2766,4099,198,2585,1957,641
269,4719,2508,1037,675,1884,2550,387,2717,1470,207,3922,4563,3824,1346,881,4241,2883,2091,36,737,1791,64
270,1586,4462,3431,1782,4012,4395,3550,1411,3994,2903,784,2449,3641,762,2434,256,3164,2790,3803,1166,554,669
271,2207,3241,474,4260,1846,907,1273,4566,3895,2453,2380,1592,2289,1018,4329,1459,4170,4913,616,142,2001,1162
272,3121,4821,2316,3262,3373,700,3806,1617,2488,3833,3875,4400,4151,2271,3605,4376,3160,1212,1840,1128,2992,471
273,279,1192,3282,3247,953,1797,3711,2630,1543,567,3334,2520,2808,2656,1731,4231,3877,455,142,2779,993,2835
274,569,152,2123,2310,2915,3072,4388,1716,2959,2533,3066,1694,2121,381,1433,3630,2739,8,2018,1646,4214,1759
275,2321,3726,4428,1275,2306,1514,4582,3728,1738,1378,2928,1147,2935,4567,1423,1462,431,1087,2929,1936,847,2262
276,2320,2858,1027,783,1460,4870,3114,4632,4366,726,3899,1905,4007,4269,4523,4812,1895,3049,2799,3851,4389,1445
277,842,2907,2278,2636,2368,4730,1296,4654,280,324,3040,2331,362,2585,643,4282,4530,1545,3444,4946,1581,4170
278,3981,319,2200,2101,197,1495,1378,218,3335,3048,3389,598,4862,1271,472,4971,3154,411,4508,1627,4714,4972
279,3394,3258,2456,3994,423,4422,3374,4044,3063,1939,4864,516,3997,1951,4896,4867,1885,4814,4086,1407,2002,3725
280,85,1067,2966,3472,2363,261,4056,969,1007,1760,3353,3770,1270,2303,887,1933,1282,4719,479,782,3757,3965
281,1331,3063,4951,3978,3742,4693,3305,3055,4216,2020,4563,2051,955,1813,3254,3622,1394,1086,592,1997,4775,3861
282,4285,1715,190,3136,4684,4824,1580,4554,4329,1164,4793,3576,253,1966,3047,1477,1490,1647,159,4909,916,795
283,4484,4595,745,354,1850,2567,2994,369,3988,1636,4563,1374,2269,3359,3169,4692,1062,666,789,4340,2107,3242
284,2589,448,397,3345,1063,185,2706,146,2903,2811,2061,3606,3011,3835,896,4492,4236,3745,190,4455,2588,1376
285,2811,4470,4555,3398,1641,4108,4055,1224,3356,4427,3564,1825,3632,1474,802,4785,3851,2755,1173,1241,3277,692
286,2823,2961,4668,4890,1996,412,3682,1838,2673,3427,1710,4273,3368,415,1513,4235,4198,4108,210,2390,1626,2347
287,949,3363,4954,3024,640,2928,2351,1066,4705,2436,4507,1074,154,4407,2379,3501,1696,1775,607,2375,3039,4815
288,1595,1791,1828,3868,2806,1125,816,1641,4419,2047,3219,2582,4926,4849,4369,568,1463,1925,1840,4856,1099,3227
289,3154,3500,2186,4085,1350,1945,2094,3948,4105,1366,3558,4767,4515,4551,4799,1222,3774,2738,2688,2819,3783,1653
290,2416,4370,745,4944,4365,890,2212,2837,2444,4670,4720,416,4618,2041,601,1297,271,4194,891,4963,4111,993
291,2955,90,2422,637,772,4682,1551,1597,2903,301,2811,852,370,353,2096,1901,2179,4936,4989,3441,3929,2756
292,2766,3336,4641,2713,3200,617,3451,1400,4529,637,3942,1590,2495,1948,3527,2573,3483,1212,802,2813,2207,1755
293,1652,1590,1613,1876,1715,3582,4718,3794,4602,467,2602,2833,1597,4517,3912,2621,3743,423,1595,3491,2712,3878
294,4084,276,3112,1590,3541,4042,3106,2145,718,742,1596,1083,3941,3215,1184,4253,2630,850,4419,904,1845,3835
295,2172,548,1032,818,2529,3571,2128,4869,2024,4403,2153,4312,1666,4556,2766,424,1323,4283,2455,1493,4996,3121
296,378,4030,3800,2045,2660,2255,2417,1946,2265,1975,503,458,2866,2617,3123,2220,3683,3390,4316,2026,3208,2911
297,2852,433,1852,3071,3743,4375,388,4894,3336,1619,102,2153,354,3053,723,4449,4438,3486,448,653,725,317
298,3992,1299,1703,1313,4482,4366,4098,229,2491,170,2322,1876,1929,1221,3448,3498,1901,152,1361,3465,119,1957
299,2826,704,517,57,1261,3658,877,444,2075,3789,4102,3109,3615,3561,516,722,197,1827,1284,1559,3130,4180
300,2405,3425,1159,532,4538,4829,1876,2326,1663,3218,500,2015,1467,3970,1073,2758,4674,2526,3468,3995,715,4839
301,368,4577,2460,71,3550,1915,2582,1224,1657,3899,2644,2849,2547,2974,3261,198,4572,1819,1383,2687,1126,3625
302,1815,1783,1422,3173,96,3026,3368,1284,2963,3322,1660,4114,500,136,1721,4242,820,2414,4442,4486,4541,4153
303,4732,2375,3162,3527,1618,323,2726,2583,603,2715,3902,3989,2143,2730,484,2470,74,1972,1555,2798,3157,2186
304,2681,3259,4456,3657,3789,1160,20,403,1063,2598,4773,4836,3933,3145,1415,960,4483,4362,3688,2216,832,619
305,361,4497,4735,694,987,285,1073,2804,4236,3483,914,2830,2170,1136,4753,3371,2912,4360,371,2970,1520,4944
306,2993,2463,3863,2178,3722,4789,3314,3351,4167,4010,2617,4273,2104,1087,4267,934,1043,710,4792,1481,2904,1458
307,3731,591,2112,3376,2064,203,1117,943,3519,664,2253,2657,2346,4440,362,437,3796,3058,3581,3161,4529,2128
308,3919,1091,4297,3306,4358,2971,4044,3744,907,27,783,1899,4589,3296,3606,4866,4676,2952,2025,48,3171,818
309,2934,2273,3495,3018,4551,4229,1789,2687,3354,2295,139,476,2414,3945,3269,764,2961,4684,2252,313,3971,438
310,1470,83,618,2903,2181,1079,2753,369,1739,787,3088,1225,2203,517,448,3889,4908,4761,2092,244,2359,4621
311,1627,859,2318,1542,12,2124,4110,4642,3593,590,513,2717,321,2244,3975,3026,567,3366,1278,1010,1169,4429
312,4737,2389,4315,4256,1544,4296,1882,3223,102,4287,1490,4178,4843,2725,1358,4309,2055,4589,2834,4102,1860,3379
313,3113,4879,1333,1694,4417,4168,4671,1048,471,3177,1813,1195,4864,511,3954,2501,3451,4195,3283,1409,4150,902
314,3213,4100,1980,1350,2626,1760,2707,4047,2417,1869,832,654,4493,4561,3594,292,3279,3574,4929,2570,2658,661
315,1321,3865,4265,4360,3947,4532,3418,4125,588,1651,2506,1765,2315,4649,3352,703,3209,4076,585,4740,4454,113
316,1227,4621,2536,4637,2114,750,2399,1135,1159,944,1368,571,3106,1844,819,713,4770,577,2832,1311,873,1332
317,3548,2500,42,1411,1413,326,4224,3184,4644,4036,2584,1459,2706,1813,2466,1502,2960,3250,4844,4663,2699,1935
318,1284,3715,3035,3956,4221,4261,2862,2827,4872,2571,3711,4128,1442,4249,4279,1968,3704,3718,83,2371,3560,4152
319,2374,2508,1452,1635,103,2655,3545,3141,3989,4698,442,3681,4668,406,1401,792,2729,3193,3777,2639,3647,302
320,1607,1278,4984,4208,1416,2703,1648,1667,3156,86,2013,1679,3514,1572,1227,2221,2100,1756,4478,3445,3972,1583
321,1314,4174,326,4076,1544,4687,449,1724,1466,1368,3446,3130,3261,2875,4321,4717,343,2537,3181,561,2115,480
322,743,3207,877,4893,2156,3356,4989,1687,3259,3119,2189,3572,3769,439,1662,191,3816,2278,4776,4458,4221,4902
323,2699,4873,1466,1527,484,1359,2599,2842,660,2955,514,901,2466,861,777,779,3607,668,3744,2843,4780,4102
324,4167,4551,1132,628,1172,837,2833,2304,3341,2750,3002,1269,834,4387,1854,4805,4812,4236,580,2940,1181,3689
325,2104,2270,1207,612,3167,3943,36,4587,3588,39,925,1425,329,1040,1707,4067,1858,797,3338,3029,1714,3145
326,2595,4298,2547,1944,755,4185,2612,2138,3585,534,3280,4577,2493,4347,862,1181,1775,2418,3121,4452,3847,1228
327,826,4205,191,2616,788,2566,1200,4340,1304,4357,3023,2930,2020,486,3144,4907,3315,4244,4763,1966,4262,2755
328,3570,3742,3608,7,2182,2042,1838,1528,985,4358,2005,3774,1787,1519,1412,955,4483,3123,897,1468,4034,493
329,3057,2054,3919,2418,3466,4210,1202,1017,2011,4864,2965,15,4559,4384,1209,3402,4048,4434,2922,3698,3572,2539
330,1026,873,1286,1814,3907,3973,2985,1206,2050,683,2189,4828,1510,3124,2305,477,602,1798,2665,4983,3753,1204
331,827,2090,2642,943,1347,1795,412,1767,1643,4271,2083,2190,4049,575,707,4465,1787,3681,673,2354,3172,1352
332,988,3545,3447,337,1588,1694,145,4055,471,873,3996,4590,2312,2396,1142,3665,1012,1756,4496,2833,3469,2214
333,2919,4884,3819,1082,2630,3050,1058,1813,3642,2409,3450,1731,2197,349,969,616,736,556,4571,430,815,1559
334,540,3617,3774,981,4861,217,1802,3399,4532,1670,4685,4745,2805,2139,1998,1941,2685,831,1095,723,4240,2140
335,4077,2911,3841,784,3637,715,2525,2086,2385,2787,1765,1726,2952,3608,2015,3102,2494,3971,138,2179,1356,1954
336,4520,3497,4696,1617,4727,2530,1991,4864,1480,2638,3048,1239,2463,1180,3669,3440,2395,4770,4378,1453,3676,1949
337,3531,850,3955,4318,261,4875,2769,4049,2760,903,4352,4786,3855,4237,2507,4706,4973,4375,1225,2464,1736,446
338,1428,4875,1603,3093,2922,2078,1365,2189,4966,3324,1543,1630,3563,2175,603,3843,4704,1801,3005,2022,3524,590
339,461,4360,236,3829,1090,803,3928,93,255,4958,1468,3898,1556,3847,1423,1982,2025,1662,458,3084,961,2132
340,3777,4066,2394,421,2767,3052,4964,1791,340,73,2230,2227,2884,2733,464,3227,3920,2119,1595,3494,3359,1499
341,526,3200,4239,4592,4609,3752,1589,4071,1037,1870,2868,1939,2933,4588,4759,107,185,318,113,2658,1823,3459
342,116,1726,4532,601,1781,1358,948,4883,386,3875,2908,739,2565,4904,3424,4627,990,2695,1591,931,4451,82
343,1123,1563,3049,3392,812,51,4292,2529,4098,2566,980,3446,1485,2760,1677,118,987,692,4257,2399,4964,572
344,435,1472,2861,1836,405,1560,1392,4647,3959,4307,2618,3837,783,3223,1989,2254,4245,355,3196,4004,3653,334
345,1997,353,798,1388,1553,3556,2063,4450,3253,2718,1871,4896,850,2095,1132,3480,3111,4849,3949,4399,4183,2289
346,3508,1019,3729,4596,1672,1353,3532,3583,1376,785,372,1683,302,3155,840,2638,1431,2038,1194,3643,2097,4154
347,498,4484,25,3604,1169,1841,4235,4733,2000,1503,4789,2898,2332,3677,1187,2285,1191,739,3410,564,2261,3338
348,2012,3178,1013,2355,4001,2061,711,4948,2939,3157,1199,118,1485,489,3068,188,1931,1774,1666,4573,4334,2306
349,952,3480,4224,4146,1522,4134,3775,4461,2105,585,3159,1021,3224,2853,2870,242,1163,826,3931,2265,2389,3260
350,777,1349,3535,2504,1275,1788,508,4570,4701,1672,3576,701,4150,3186,4457,3253,1774,2534,1086,2630,1729,184
351,976,2998,4650,646,4136,2430,3623,4550,3529,1903,461,4658,322,1204,3925,416,888,700,4068,3420,1126,1061
352,3699,868,716,629,3101,4275,555,1139,3155,3553,4340,1513,673,2531,1542,549,3685,2505,4270,4238,2780,4253
353,2671,4149,2589,3721,4921,124,2408,2722,807,3383,1681,17,3221,2099,3726,2422,4588,3790,2617,3504,4491,57
354,2811,3321,1286,1239,2790,1727,4261,3758,4644,3248,1892,263,3124,4666,385,1307,1773,4392,4976,1413,1050,244
355,4970,3692,4175,2267,4325,4343,2951,1794,4554,2664,3459,3047,1129,819,1799,3934,4122,3378,2569,1163,4682,1136
356,12,4715,2789,1082,2392,3623,2267,3266,599,704,1177,4703,4021,3699,1002,2045,3654,4138,1016,773,1522,976
357,107,2678,4801,3634,3808,741,2071,3265,3498,1565,4501,770,968,4610,2939,2632,948,1689,4885,2917,4943,718
358,1999,3561,4196,103,2328,2007,2205,4912,3846,4229,3015,3583,3088,641,4565,4910,738,1794,4089,1548,2838,1353
359,1626,2300,755,4909,2857,4899,3424,79,2403,3963,4339,3915,4007,4571,3356,128,2202,2768,800,4172,2481,4484
360,2406,4710,1350,1276,4354,362,3938,4363,4164,2760,1612,2863,2779,1207,3926,1041,1208,2808,2394,4824,3263,3404
361,565,2590,4606,2255,2258,1957,2412,4505,4325,3018,4234,2868,4456,4230,2946,3172,4648,1749,96,2699,1160,1517
362,515,3900,2128,4315,2242,587,3059,93,4600,201,128,487,4103,1947,1315,2197,4211,1086,2763,1016,3914,2045
363,617,2958,939,432,795,4409,2914,930,2522,1875,1133,4863,3797,4518,3693,4965,1033,2295,4106,2273,2159,4851
364,4259,1565,2852,3419,549,568,4309,1560,4306,911,4858,2136,4945,1054,3789,1892,1938,3473,565,979,4872,4275
365,1416,4337,1957,2156,1066,2580,3026,3878,2926,2946,4134,4568,1996,2736,4083,1645,989,1421,1204,285,186,3549
366,426,775,2339,1273,1853,4666,1643,4385,783,1960,2408,4046,3957,4214,3560,2657,1784,3294,2450,2751,2114,295
367,3283,627,4614,1318,1446,2098,4594,2101,3360,1411,561,4579,1582,2975,3096,4926,726,390,4613,2983,799,3236
368,2286,2406,2931,1914,2576,2108,995,2081,1339,281,3940,3579,1809,4595,3402,4556,413,2208,284,385,712,3998
369,2073,3920,2201,4455,626,1820,2850,1148,1839,4968,3231,4849,4461,3701,4915,3199,2669,4759,3528,999,2451,2227
370,4807,2228,1567,2623,2950,2612,1556,406,635,1180,927,4675,968,2904,107,3564,2119,1812,599,3242,4022,3568
371,1251,77,4596,1121,3773,2603,4885,725,320,2211,2621,3855,1161,664,432,3148,3201,3533,1009,2375,4514,1271
372,1575,3227,2060,1853,1039,2171,3727,3651,1634,2464,912,1952,3402,3342,2382,4739,1014,4438,2785,748,3834,3914
373,1157,3100,7,2358,2710,3999,2692,1440,3044,3278,223,1237,965,1812,2084,2435,4625,585,4985,3140,4931,644
374,2905,4504,4275,3783,51,2627,1602,743,4819,2726,1999,3209,3639,4144,1282,298,2150,1760,1659,89,2072,4574
375,957,4474,3911,1712,4536,1980,471,2044,2367,1884,2637,3458,3688,4398,4937,4397,4531,438,2365,4706,128,3390
376,411,3045,3640,2395,4012,1743,4272,2942,2142,624,63,2421,4490,3907,3625,3856,3451,1059,4950,454,4873,4920
377,3992,3208,1228,4181,1987,1588,1430,3871,3820,1982,4906,1341,447,1376,2341,1711,2086,4600,2287,1079,4975,4217
378,2712,3688,1844,1313,4124,4648,2612,2477,4339,1987,1220,3980,3398,1659,429,757,4487,629,2300,414,3447,4668
379,317,1454,3019,968,613,59,1697,499,4628,2517,4875,3359,364,1998,3529,3217,2587,89,84,3430,1326,4173
380,2885,354,4548,4529,4223,3828,3491,4799,1559,1892,4370,3905,3771,4122,3241,492,3671,507,1911,2766,790,1642
381,3794,1744,3066,642,1191,3972,2395,3455,3392,3806,4371,4729,80,1201,1880,1438,1072,4982,2936,3585,3357,265
382,4545,4987,3479,3274,3081,4323,2007,4195,1830,200,2629,580,226,4720,3136,679,2921,2874,2687,4765,295,25
383,740,4303,368,523,4928,2830,3729,1178,4240,3354,3467,340,3530,3050,4008,3314,2965,3626,3699,4373,3695,159
384,2698,2965,2526,346,4063,2249,1385,4069,4842,3858,2142,2975,1892,4953,1952,3158,4521,2552,3428,3056,3949,1898
385,4662,3135,185,1465,2372,3020,4053,2399,4900,4817,3312,3605,3743,2323,4659,864,4018,3791,1660,2128,4978,149
386,2917,2440,2700,1892,2625,706,2554,3541,1365,2785,1766,747,1008,1992,4006,3798,1506,3498,4159,2534,4114,2930
387,724,4284,82,161,656,3915,3722,877,3997,3477,2673,3272,1951,442,3915,3263,1537,4941,3319,1744,2194,152
388,778,1602,3168,2596,2509,1282,2186,279,2751,2634,710,3385,1879,3245,2190,4208,2132,170,1199,492,3844,1415
389,701,4688,2636,4520,210,1666,4987,907,3844,4696,4552,4960,2248,2764,4476,3368,1536,4994,4760,3469,2158,2114
390,806,2363,3110,4371,772,1215,1026,3658,3914,2240,3208,3291,171,3033,2703,4291,3726,4473,4756,1115,2986,1931
391,3172,3720,2411,4712,2288,3548,2144,2480,2817,2301,1479,1413,1245,3368,1358,2650,1596,2929,3901,875,4632,4538
392,968,1404,2380,4814,460,2172,1721,2407,4654,2769,3430,966,1464,846,1808,2354,4786,955,876,739,4737,4462
393,2591,1975,3822,3787,3831,607,831,3890,1741,3464,2126,4272,3316,4819,2340,4424,4245,4529,4758,4991,1349,4061
394,4271,704,2485,1757,1728,2329,1812,4234,1200,768,3582,4496,3947,4521,4551,3401,1419,3473,2727,1387,801,3617
395,242,3490,33,461,1278,19,1184,4061,4982,3453,4265,1380,112,335,1162,3189,2214,3085,1174,4126,263,172
396,3954,1537,2206,3291,1786,3753,517,1247,3963,4792,441,4428,2540,3716,4298,1630,3246,4719,268,3996,11,267
397,3521,3763,2368,2201,4785,1364,2780,888,3794,1669,221,3649,3295,2103,895,3333,3491,2322,1074,1951,1881,2473
398,676,2697,3497,3641,3525,3424,2463,1800,2622,3349,1897,1012,3322,868,3421,4184,1081,3118,1315,4017,1552,2682
399,3406,3382,1165,3282,1251,4067,3839,2912,726,2286,4390,1602,3543,2481,3362,1825,2546,2784,411,750,2490,2992
400,2026,2848,3646,1452,1952,1133,1664,1646,3103,4277,2698,4364,164,2544,2358,1366,1442,4043,3282,1130,2780,2775
401,338,3386,70,2246,1419,2661,2289,3561,2707,217,1176,3845,3128,4157,4621,809,1609,150,783,3043,275,1325
402,2439,40,3630,3309,2347,4362,4767,2710,1577,4737,2066,3670,2376,3318,4203,3455,2861,504,4157,2973,30,1702
403,2185,535,3233,2039,4858,2238,1668,3575,1625,719,4344,3967,4071,4830,4064,4761,1507,2307,4343,2149,3986,1691
404,3600,1200,2323,4246,2837,4050,4915,840,3102,2307,3561,969,522,3269,3599,138,1912,4779,1517,1537,246,679
405,1734,1525,4285,1401,2688,3966,271,4484,3554,2613,2652,1899,1241,4323,2627,4064,1757,2081,481,1175,2821,3759
406,1379,1,2705,4614,4417,4135,4592,1582,4617,875,58,3116,1590,2482,2549,2239,4708,2684,4866,372,3252,4393
407,2386,455,1559,708,155,2590,4551,1203,4790,1557,4323,2607,4699,225,3294,2662,2913,183,3872,1795,1094,1437
408,605,679,1905,4651,3839,3030,593,295,1976,3781,1804,111,2468,3314,4797,1690,1371,4891,496,4230,431,1083
409,3544,1651,2755,3338,2325,3881,4734,663,2922,544,1581,3139,4784,3375,3145,4407,2191,1851,3499,1519,2785,3502
410,4058,849,974,3394,3688,1456,582,3287,4618,380,72,1139,2621,2030,4048,3477,3067,2304,2687,3449,3558,1811
411,3573,1044,4513,4978,3779,1924,4966,1556,692,810,1991,636,1235,2659,4058,4621,1016,3409,3564,4706,2489,1842
412,4250,2407,4686,2513,1531,4223,3679,787,252,449,2334,4289,3988,1655,3637,2343,2256,1221,3279,1534,3352,2659
